call_id,method,invite_time,response_times_ms,final_status,latency_ms,anomaly,latency_100,latency_180,latency_200,invite_to_180_gap,anomaly_flag
00000073-00001068-E3C73D10-6700@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.221005,"{'100': 0, '183': 16, '200': 13593}",200 OK,13593.0,True,0.0,,13593.0,,-1
00003069-000004BC-DB2949EC-9950@2001:1234:5678:9abc:2754:43:900:0,INVITE,2015-08-05 15:57:11.241874,"{'100': 1027, '183': 1038, '200': 14638}",200 OK,14638.0,True,1027.0,,14638.0,,-1
0000306D-000004BC-DB2949EC-9910@2001:1234:5678:9abc:2754:43:d00:0,INVITE,2015-08-05 15:57:11.245470,"{'100': 0, '183': 47, '200': 13567}",200 OK,13567.0,True,0.0,,13567.0,,-1
00000232-00001068-E3C73D10-6701@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.246656,"{'100': 1, '183': 24, '200': 13567}",200 OK,13567.0,True,1.0,,13567.0,,-1
0000312F-000004BC-DB2949EC-9951@2001:1234:5678:9abc:2754:43:6f00:0,INVITE,2015-08-05 15:57:11.262364,"{'100': 1008, '183': 1035, '200': 14618}",200 OK,14618.0,True,1008.0,,14618.0,,-1
0000306F-000004BC-DB2949EC-9911@2001:1234:5678:9abc:2754:43:f00:0,INVITE,2015-08-05 15:57:11.267644,"{'100': 4, '183': 29, '200': 13656}",200 OK,13656.0,True,4.0,,13656.0,,-1
00000231-00001068-E3C73D10-6702@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.268672,"{'100': 2, '183': 4, '200': 13656}",200 OK,13656.0,True,2.0,,13656.0,,-1
0000317D-000004BC-DB2949EC-9952@2001:1234:5678:9abc:2754:43:9d00:0,INVITE,2015-08-05 15:57:11.293855,"{'100': 1007, '183': 1052, '200': 14587}",200 OK,14587.0,True,1007.0,,14587.0,,-1
00003234-000004BC-DB2949EC-9953@2001:1234:5678:9abc:2754:43:f400:0,INVITE,2015-08-05 15:57:11.312208,"{'100': 1033, '183': 1043, '200': 14681}",200 OK,14681.0,True,1033.0,,14681.0,,-1
00025C6C-00000EA8-469F2D3E-7275@2001:1234:5678:9abc:279f:7d:bc00:0,INVITE,2015-08-05 15:57:11.314446,"{'100': 1012, '183': 1037, '200': 2057}",200 OK,2057.0,True,1012.0,,2057.0,,-1
000027B4-000004BC-DB2949EC-9912@2001:1234:5678:9abc:2754:3e:b400:0,INVITE,2015-08-05 15:57:11.320254,"{'100': 0, '183': 18, '200': 13589}",200 OK,13589.0,True,0.0,,13589.0,,-1
00000074-00001068-E3C73D10-6703@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.321276,"{'100': 1, '183': 3, '200': 13589}",200 OK,13589.0,True,1.0,,13589.0,,-1
00002C70-000004BC-DB2949EC-9913@2001:1234:5678:9abc:2754:41:1000:0,INVITE,2015-08-05 15:57:11.329204,"{'100': 5, '183': 14, '200': 13587}",200 OK,13587.0,True,5.0,,13587.0,,-1
000000FC-00001068-E3C73D10-6704@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.330274,"{'100': 2, '183': 4, '200': 13588}",200 OK,13588.0,True,2.0,,13588.0,,-1
000032BD-000004BC-DB2949EC-9954@2001:1234:5678:9abc:2754:44:3d00:0,INVITE,2015-08-05 15:57:11.339960,"{'100': 1006, '183': 1035, '200': 14653}",200 OK,14653.0,True,1006.0,,14653.0,,-1
00003078-000004BC-DB2949EC-9914@2001:1234:5678:9abc:2754:43:1800:0,INVITE,2015-08-05 15:57:11.347318,"{'100': 0, '183': 32, '200': 13576}",200 OK,13576.0,True,0.0,,13576.0,,-1
0000033B-00001068-E3C73D10-6705@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.348202,"{'100': 2, '183': 4, '200': 13576}",200 OK,13576.0,True,2.0,,13576.0,,-1
000034B8-000004BC-DB2949EC-9955@2001:1234:5678:9abc:2754:45:3800:0,INVITE,2015-08-05 15:57:11.362181,"{'100': 1015, '183': 1041, '200': 14635}",200 OK,14635.0,True,1015.0,,14635.0,,-1
00003167-000004BC-DB2949EC-9915@2001:1234:5678:9abc:2754:43:8700:0,INVITE,2015-08-05 15:57:11.370340,"{'100': 3, '183': 22, '200': 13663}",200 OK,13663.0,True,3.0,,13663.0,,-1
0000042E-00001068-E3C73D10-6706@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.371366,"{'100': 1, '183': 3, '200': 13664}",200 OK,13664.0,True,1.0,,13664.0,,-1
000035E1-000004BC-DB2949EC-9956@2001:1234:5678:9abc:2754:45:c100:0,INVITE,2015-08-05 15:57:11.390032,"{'100': 1006, '183': 1064, '200': 14608}",200 OK,14608.0,True,1006.0,,14608.0,,-1
000009AF-000004BC-DB2949EC-9957@2001:1234:5678:9abc:2754:2f:af00:0,INVITE,2015-08-05 15:57:11.412790,"{'100': 1037, '183': 1058, '200': 14631}",200 OK,14631.0,True,1037.0,,14631.0,,-1
00002E3F-000004BC-DB2949EC-9917@2001:1234:5678:9abc:2754:41:ff00:0,INVITE,2015-08-05 15:57:11.417659,"{'100': 0, '183': 23, '200': 13612}",200 OK,13612.0,True,0.0,,13612.0,,-1
0000042F-00001068-E3C73D10-6707@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.419008,"{'100': 1, '183': 4, '200': 13613}",200 OK,13613.0,True,1.0,,13613.0,,-1
00001070-000004BC-DB2949EC-9958@2001:1234:5678:9abc:2754:33:1000:0,INVITE,2015-08-05 15:57:11.437669,"{'100': 1006, '183': 1030, '200': 14615}",200 OK,14615.0,True,1006.0,,14615.0,,-1
00002DFE-000004BC-DB2949EC-9916@2001:1234:5678:9abc:2754:41:de00:0,INVITE,2015-08-05 15:57:11.442152,"{'100': 0, '183': 39, '200': 13698}",200 OK,13698.0,True,0.0,,13698.0,,-1
00002EB4-000004BC-DB2949EC-9918@2001:1234:5678:9abc:2754:42:3400:0,INVITE,2015-08-05 15:57:11.443073,"{'100': 0, '183': 31, '200': 13587}",200 OK,13587.0,True,0.0,,13587.0,,-1
00000430-00001068-E3C73D10-6708@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.443343,"{'100': 23, '183': 25, '200': 13699}",200 OK,13699.0,True,23.0,,13699.0,,-1
00000431-00001068-E3C73D10-6709@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.444292,"{'100': 1, '183': 3, '200': 13588}",200 OK,13588.0,True,1.0,,13588.0,,-1
0000366C-000004BC-DB2949EC-9959@2001:1234:5678:9abc:2754:46:c00:0,INVITE,2015-08-05 15:57:11.462383,"{'100': 1008, '183': 1043, '200': 14647}",200 OK,14647.0,True,1008.0,,14647.0,,-1
00002EE1-000004BC-DB2949EC-9919@2001:1234:5678:9abc:2754:42:4100:0,INVITE,2015-08-05 15:57:11.467429,"{'100': 0, '183': 30, '200': 13564}",200 OK,13564.0,True,0.0,,13564.0,,-1
00000432-00001068-E3C73D10-6710@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.468831,"{'100': 2, '183': 4, '200': 13564}",200 OK,13564.0,True,2.0,,13564.0,,-1
000036A4-000004BC-DB2949EC-9960@2001:1234:5678:9abc:2754:46:2400:0,INVITE,2015-08-05 15:57:11.486969,"{'100': 1012, '183': 1023, '200': 14622}",200 OK,14622.0,True,1012.0,,14622.0,,-1
00002EE5-000004BC-DB2949EC-9920@2001:1234:5678:9abc:2754:42:4500:0,INVITE,2015-08-05 15:57:11.493218,"{'100': 5, '183': 10, '200': 13654}",200 OK,13654.0,True,5.0,,13654.0,,-1
00000433-00001068-E3C73D10-6711@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.494407,"{'100': 1, '183': 4, '200': 13654}",200 OK,13654.0,True,1.0,,13654.0,,-1
00003730-000004BC-DB2949EC-9961@2001:1234:5678:9abc:2754:46:7000:0,INVITE,2015-08-05 15:57:11.512338,"{'100': 1007, '183': 1037, '200': 14598}",200 OK,14598.0,True,1007.0,,14598.0,,-1
000015F0-000004BC-DB2949EC-9922@2001:1234:5678:9abc:2754:35:d000:0,INVITE,2015-08-05 15:57:11.558494,"{'100': 0, '183': 26, '200': 13550}",200 OK,13550.0,True,0.0,,13550.0,,-1
00003661-000004BC-DB2949EC-9921@2001:1234:5678:9abc:2754:46:100:0,INVITE,2015-08-05 15:57:11.558710,"{'100': 5, '183': 39, '200': 13594}",200 OK,13594.0,True,5.0,,13594.0,,-1
00000434-00001068-E3C73D10-6712@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.559865,"{'100': 1, '183': 3, '200': 13550}",200 OK,13550.0,True,1.0,,13550.0,,-1
00000435-00001068-E3C73D10-6713@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.560188,"{'100': 1, '183': 19, '200': 13594}",200 OK,13594.0,True,1.0,,13594.0,,-1
0000163B-000004BC-DB2949EC-9962@2001:1234:5678:9abc:2754:35:fb00:0,INVITE,2015-08-05 15:57:11.563712,"{'100': 1023, '183': 1053, '200': 14608}",200 OK,14608.0,True,1023.0,,14608.0,,-1
00001673-000004BC-DB2949EC-9963@2001:1234:5678:9abc:2754:36:1300:0,INVITE,2015-08-05 15:57:11.566136,"{'100': 1026, '183': 1058, '200': 14607}",200 OK,14607.0,True,1026.0,,14607.0,,-1
00002138-000004BC-DB2949EC-9923@2001:1234:5678:9abc:2754:3b:7800:0,INVITE,2015-08-05 15:57:11.575259,"{'100': 5, '183': 22, '200': 13547}",200 OK,13547.0,True,5.0,,13547.0,,-1
00000436-00001068-E3C73D10-6714@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.576184,"{'100': 2, '183': 16, '200': 13547}",200 OK,13547.0,True,2.0,,13547.0,,-1
000016F3-000004BC-DB2949EC-9964@2001:1234:5678:9abc:2754:36:5300:0,INVITE,2015-08-05 15:57:11.594949,"{'100': 1, '183': 1051, '200': 14579}",200 OK,14579.0,True,1.0,,14579.0,,-1
00003A73-000004BC-DB2949EC-9924@2001:1234:5678:9abc:2754:48:1300:0,INVITE,2015-08-05 15:57:11.600458,"{'100': 0, '183': 46, '200': 13558}",200 OK,13558.0,True,0.0,,13558.0,,-1
00000437-00001068-E3C73D10-6715@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.601489,"{'100': 1, '183': 3, '200': 13558}",200 OK,13558.0,True,1.0,,13558.0,,-1
00001767-000004BC-DB2949EC-9965@2001:1234:5678:9abc:2754:36:8700:0,INVITE,2015-08-05 15:57:11.612936,"{'100': 1013, '183': 1021, '200': 14563}",200 OK,14563.0,True,1013.0,,14563.0,,-1
000021F3-000004BC-DB2949EC-9925@2001:1234:5678:9abc:2754:3b:d300:0,INVITE,2015-08-05 15:57:11.618500,"{'100': 6, '183': 46, '200': 13612}",200 OK,13612.0,True,6.0,,13612.0,,-1
00000438-00001068-E3C73D10-6716@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.619646,"{'100': 2, '183': 25, '200': 13612}",200 OK,13612.0,True,2.0,,13612.0,,-1
0000186F-000004BC-DB2949EC-9966@2001:1234:5678:9abc:2754:37:f00:0,INVITE,2015-08-05 15:57:11.648057,"{'100': 1011, '183': 1046, '200': 14641}",200 OK,14641.0,True,1011.0,,14641.0,,-1
000018B1-000004BC-DB2949EC-9967@2001:1234:5678:9abc:2754:37:3100:0,INVITE,2015-08-05 15:57:11.662778,"{'100': 1011, '183': 1027, '200': 14627}",200 OK,14627.0,True,1011.0,,14627.0,,-1
00002820-000004BC-DB2949EC-9926@2001:1234:5678:9abc:2754:3e:e000:0,INVITE,2015-08-05 15:57:11.667405,"{'100': 0, '183': 12, '200': 13572}",200 OK,13572.0,True,0.0,,13572.0,,-1
00003836-000004BC-DB2949EC-9927@2001:1234:5678:9abc:2754:46:f600:0,INVITE,2015-08-05 15:57:11.667689,"{'100': 2, '183': 12, '200': 13594}",200 OK,13594.0,True,2.0,,13594.0,,-1
00000439-00001068-E3C73D10-6717@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.668933,"{'100': 1, '183': 3, '200': 13572}",200 OK,13572.0,True,1.0,,13572.0,,-1
0000043A-00001068-E3C73D10-6718@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.669978,"{'100': 2, '183': 4, '200': 13594}",200 OK,13594.0,True,2.0,,13594.0,,-1
00001DA6-000004BC-DB2949EC-9968@2001:1234:5678:9abc:2754:39:a600:0,INVITE,2015-08-05 15:57:11.688645,"{'100': 1014, '183': 1068, '200': 14606}",200 OK,14606.0,True,1014.0,,14606.0,,-1
00003879-000004BC-DB2949EC-9928@2001:1234:5678:9abc:2754:47:1900:0,INVITE,2015-08-05 15:57:11.694034,"{'100': 0, '183': 46, '200': 13570}",200 OK,13570.0,True,0.0,,13570.0,,-1
0000043B-00001068-E3C73D10-6719@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.695003,"{'100': 2, '183': 28, '200': 13570}",200 OK,13570.0,True,2.0,,13570.0,,-1
00002062-000004BC-DB2949EC-9969@2001:1234:5678:9abc:2754:3b:200:0,INVITE,2015-08-05 15:57:11.713623,"{'100': 1012, '183': 1044, '200': 14588}",200 OK,14588.0,True,1012.0,,14588.0,,-1
0000162E-000004BC-DB2949EC-9929@2001:1234:5678:9abc:2754:35:ee00:0,INVITE,2015-08-05 15:57:11.719067,"{'100': 5, '183': 26, '200': 13604}",200 OK,13604.0,True,5.0,,13604.0,,-1
0000043C-00001068-E3C73D10-6720@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.720128,"{'100': 2, '183': 18, '200': 13604}",200 OK,13604.0,True,2.0,,13604.0,,-1
00001EAD-000004BC-DB2949EC-9970@2001:1234:5678:9abc:2754:3a:2d00:0,INVITE,2015-08-05 15:57:11.741489,"{'100': 1011, '183': 1026, '200': 14667}",200 OK,14667.0,True,1011.0,,14667.0,,-1
00001731-000004BC-DB2949EC-9930@2001:1234:5678:9abc:2754:36:7100:0,INVITE,2015-08-05 15:57:11.742564,"{'100': 0, '183': 41, '200': 13586}",200 OK,13586.0,True,0.0,,13586.0,,-1
0000043D-00001068-E3C73D10-6721@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.743526,"{'100': 1, '183': 30, '200': 13586}",200 OK,13586.0,True,1.0,,13586.0,,-1
000020BB-000004BC-DB2949EC-9971@2001:1234:5678:9abc:2754:3b:3b00:0,INVITE,2015-08-05 15:57:11.763342,"{'100': 1008, '183': 1059, '200': 14649}",200 OK,14649.0,True,1008.0,,14649.0,,-1
00002EEB-000004BC-DB2949EC-9931@2001:1234:5678:9abc:2754:42:4b00:0,INVITE,2015-08-05 15:57:11.769843,"{'100': 5, '183': 21, '200': 13590}",200 OK,13590.0,True,5.0,,13590.0,,-1
0000043E-00001068-E3C73D10-6722@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.770920,"{'100': 2, '183': 7, '200': 13591}",200 OK,13591.0,True,2.0,,13591.0,,-1
000020BE-000004BC-DB2949EC-9972@2001:1234:5678:9abc:2754:3b:3e00:0,INVITE,2015-08-05 15:57:11.788323,"{'100': 1007, '183': 1038, '200': 14623}",200 OK,14623.0,True,1007.0,,14623.0,,-1
00003979-000004BC-DB2949EC-9932@2001:1234:5678:9abc:2754:47:9900:0,INVITE,2015-08-05 15:57:11.794253,"{'100': 0, '183': 31, '200': 13587}",200 OK,13587.0,True,0.0,,13587.0,,-1
0000017B-00001068-E3C73D10-6723@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.795932,"{'100': 2, '183': 4, '200': 13587}",200 OK,13587.0,True,2.0,,13587.0,,-1
000020FB-000004BC-DB2949EC-9973@2001:1234:5678:9abc:2754:3b:5b00:0,INVITE,2015-08-05 15:57:11.818079,"{'100': 1022, '183': 1030, '200': 14595}",200 OK,14595.0,True,1022.0,,14595.0,,-1
000039BB-000004BC-DB2949EC-9933@2001:1234:5678:9abc:2754:47:bb00:0,INVITE,2015-08-05 15:57:11.823778,"{'100': 5, '183': 20, '200': 13580}",200 OK,13580.0,True,5.0,,13580.0,,-1
000001AF-00001068-E3C73D10-6724@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.824723,"{'100': 1, '183': 3, '200': 13581}",200 OK,13581.0,True,1.0,,13581.0,,-1
00002120-000004BC-DB2949EC-9974@2001:1234:5678:9abc:2754:3b:6000:0,INVITE,2015-08-05 15:57:11.842051,"{'100': 1009, '183': 1100, '200': 14681}",200 OK,14681.0,True,1009.0,,14681.0,,-1
00002177-000004BC-DB2949EC-9975@2001:1234:5678:9abc:2754:3b:9700:0,INVITE,2015-08-05 15:57:11.862901,"{'100': 1041, '183': 1054, '200': 14662}",200 OK,14662.0,True,1041.0,,14662.0,,-1
0000097E-000004BC-DB2949EC-9934@2001:1234:5678:9abc:2754:2f:9e00:0,INVITE,2015-08-05 15:57:11.868517,"{'100': 1, '183': 48, '200': 13575}",200 OK,13575.0,True,1.0,,13575.0,,-1
000001F2-00001068-E3C73D10-6725@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.869975,"{'100': 1, '183': 3, '200': 13575}",200 OK,13575.0,True,1.0,,13575.0,,-1
00003A37-000004BC-DB2949EC-9936@2001:1234:5678:9abc:2754:47:f700:0,INVITE,2015-08-05 15:57:11.902372,"{'100': 0, '183': 22, '200': 13579}",200 OK,13579.0,True,0.0,,13579.0,,-1
00002174-000004BC-DB2949EC-9935@2001:1234:5678:9abc:2754:3b:9400:0,INVITE,2015-08-05 15:57:11.902767,"{'100': 5, '183': 56, '200': 13547}",200 OK,13547.0,True,5.0,,13547.0,,-1
000001F4-00001068-E3C73D10-6726@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.903790,"{'100': 1, '183': 4, '200': 13578}",200 OK,13578.0,True,1.0,,13578.0,,-1
000001F5-00001068-E3C73D10-6727@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.904204,"{'100': 1, '183': 49, '200': 13547}",200 OK,13547.0,True,1.0,,13547.0,,-1
000025EB-000004BC-DB2949EC-9976@2001:1234:5678:9abc:2754:3d:cb00:0,INVITE,2015-08-05 15:57:11.912765,"{'100': 1008, '183': 1019, '200': 14617}",200 OK,14617.0,True,1008.0,,14617.0,,-1
000027F0-000004BC-DB2949EC-9977@2001:1234:5678:9abc:2754:3e:d000:0,INVITE,2015-08-05 15:57:11.913245,"{'100': 1008, '183': 1031, '200': 14620}",200 OK,14620.0,True,1008.0,,14620.0,,-1
00003A67-000004BC-DB2949EC-9937@2001:1234:5678:9abc:2754:48:700:0,INVITE,2015-08-05 15:57:11.926428,"{'100': 0, '183': 33, '200': 13555}",200 OK,13555.0,True,0.0,,13555.0,,-1
00000233-00001068-E3C73D10-6728@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.927350,"{'100': 2, '183': 4, '200': 13559}",200 OK,13559.0,True,2.0,,13559.0,,-1
000027F5-000004BC-DB2949EC-9978@2001:1234:5678:9abc:2754:3e:d500:0,INVITE,2015-08-05 15:57:11.939126,"{'100': 1009, '183': 1090, '200': 14594}",200 OK,14594.0,True,1009.0,,14594.0,,-1
000009FE-000004BC-DB2949EC-9938@2001:1234:5678:9abc:2754:2f:de00:0,INVITE,2015-08-05 15:57:11.961158,"{'100': 0, '183': 17, '200': 13547}",200 OK,13547.0,True,0.0,,13547.0,,-1
00000075-00001068-E3C73D10-6729@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.962294,"{'100': 1, '183': 3, '200': 13547}",200 OK,13547.0,True,1.0,,13547.0,,-1
00002C34-000004BC-DB2949EC-9979@2001:1234:5678:9abc:2754:40:f400:0,INVITE,2015-08-05 15:57:11.970105,"{'100': 1050, '183': 1063, '200': 14682}",200 OK,14682.0,True,1050.0,,14682.0,,-1
000021AC-000004BC-DB2949EC-9939@2001:1234:5678:9abc:2754:3b:ac00:0,INVITE,2015-08-05 15:57:11.980025,"{'100': 0, '183': 22, '200': 13656}",200 OK,13656.0,True,0.0,,13656.0,,-1
0000023B-00001068-E3C73D10-6730@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.980999,"{'100': 1, '183': 3, '200': 13657}",200 OK,13657.0,True,1.0,,13657.0,,-1
00002DAC-000004BC-DB2949EC-9980@2001:1234:5678:9abc:2754:41:ac00:0,INVITE,2015-08-05 15:57:11.988823,"{'100': 1036, '183': 1056, '200': 14665}",200 OK,14665.0,True,1036.0,,14665.0,,-1
000021E6-000004BC-DB2949EC-9940@2001:1234:5678:9abc:2754:3b:c600:0,INVITE,2015-08-05 15:57:11.993675,"{'100': 5, '183': 22, '200': 13642}",200 OK,13642.0,True,5.0,,13642.0,,-1
0000026E-00001068-E3C73D10-6731@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:11.994672,"{'100': 1, '183': 3, '200': 13643}",200 OK,13643.0,True,1.0,,13643.0,,-1
00002E73-000004BC-DB2949EC-9981@2001:1234:5678:9abc:2754:42:1300:0,INVITE,2015-08-05 15:57:12.013303,"{'100': 1007, '183': 1018, '200': 14642}",200 OK,14642.0,True,1007.0,,14642.0,,-1
00002F24-000004BC-DB2949EC-9941@2001:1234:5678:9abc:2754:42:6400:0,INVITE,2015-08-05 15:57:12.019695,"{'100': 0, '183': 42, '200': 13637}",200 OK,13637.0,True,0.0,,13637.0,,-1
00000274-00001068-E3C73D10-6732@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.021049,"{'100': 1, '183': 3, '200': 13638}",200 OK,13638.0,True,1.0,,13638.0,,-1
00002F28-000004BC-DB2949EC-9982@2001:1234:5678:9abc:2754:42:6800:0,INVITE,2015-08-05 15:57:12.037912,"{'100': 1036, '183': 1073, '200': 14618}",200 OK,14618.0,True,1036.0,,14618.0,,-1
00002F34-000004BC-DB2949EC-9942@2001:1234:5678:9abc:2754:42:7400:0,INVITE,2015-08-05 15:57:12.055044,"{'100': 5, '183': 43, '200': 13603}",200 OK,13603.0,True,5.0,,13603.0,,-1
00000279-00001068-E3C73D10-6733@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.056087,"{'100': 1, '183': 18, '200': 13603}",200 OK,13603.0,True,1.0,,13603.0,,-1
00003525-000004BC-DB2949EC-9983@2001:1234:5678:9abc:2754:45:6500:0,INVITE,2015-08-05 15:57:12.063141,"{'100': 1009, '183': 1025, '200': 14602}",200 OK,14602.0,True,1009.0,,14602.0,,-1
00002F35-000004BC-DB2949EC-9943@2001:1234:5678:9abc:2754:42:7500:0,INVITE,2015-08-05 15:57:12.070260,"{'100': 0, '183': 28, '200': 13587}",200 OK,13587.0,True,0.0,,13587.0,,-1
000000FD-00001068-E3C73D10-6734@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.071364,"{'100': 1, '183': 21, '200': 13588}",200 OK,13588.0,True,1.0,,13588.0,,-1
00002226-000004BC-DB2949EC-9984@2001:1234:5678:9abc:2754:3b:e600:0,INVITE,2015-08-05 15:57:12.088532,"{'100': 1018, '183': 1037, '200': 14665}",200 OK,14665.0,True,1018.0,,14665.0,,-1
00002FA3-000004BC-DB2949EC-9944@2001:1234:5678:9abc:2754:42:a300:0,INVITE,2015-08-05 15:57:12.094143,"{'100': 5, '183': 50, '200': 13674}",200 OK,13674.0,True,5.0,,13674.0,,-1
000001B0-00001068-E3C73D10-6735@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.095325,"{'100': 1, '183': 42, '200': 13674}",200 OK,13674.0,True,1.0,,13674.0,,-1
000024E9-000004BC-DB2949EC-9985@2001:1234:5678:9abc:2754:3d:4900:0,INVITE,2015-08-05 15:57:12.113009,"{'100': 1016, '183': 1027, '200': 14640}",200 OK,14640.0,True,1016.0,,14640.0,,-1
0000263A-000004BC-DB2949EC-9986@2001:1234:5678:9abc:2754:3d:fa00:0,INVITE,2015-08-05 15:57:12.138353,"{'100': 1009, '183': 1044, '200': 14618}",200 OK,14618.0,True,1009.0,,14618.0,,-1
00002FB0-000004BC-DB2949EC-9945@2001:1234:5678:9abc:2754:42:b000:0,INVITE,2015-08-05 15:57:12.143659,"{'100': 0, '183': 10, '200': 13626}",200 OK,13626.0,True,0.0,,13626.0,,-1
00002FB6-000004BC-DB2949EC-9946@2001:1234:5678:9abc:2754:42:b600:0,INVITE,2015-08-05 15:57:12.144274,"{'100': 5, '183': 14, '200': 13625}",200 OK,13625.0,True,5.0,,13625.0,,-1
0000043F-00001068-E3C73D10-6736@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.144685,"{'100': 1, '183': 4, '200': 13627}",200 OK,13627.0,True,1.0,,13627.0,,-1
0000033C-00001068-E3C73D10-6737@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.145723,"{'100': 2, '183': 4, '200': 13626}",200 OK,13626.0,True,2.0,,13626.0,,-1
00003077-000004BC-DB2949EC-9987@2001:1234:5678:9abc:2754:43:1700:0,INVITE,2015-08-05 15:57:12.163290,"{'100': 1010, '183': 1028, '200': 14606}",200 OK,14606.0,True,1010.0,,14606.0,,-1
00002FE0-000004BC-DB2949EC-9947@2001:1234:5678:9abc:2754:42:c000:0,INVITE,2015-08-05 15:57:12.168698,"{'100': 0, '183': 43, '200': 13601}",200 OK,13601.0,True,0.0,,13601.0,,-1
000001F6-00001068-E3C73D10-6738@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.169753,"{'100': 1, '183': 28, '200': 13601}",200 OK,13601.0,True,1.0,,13601.0,,-1
0000307B-000004BC-DB2949EC-9988@2001:1234:5678:9abc:2754:43:1b00:0,INVITE,2015-08-05 15:57:12.188207,"{'100': 1009, '183': 1053, '200': 14581}",200 OK,14581.0,True,1009.0,,14581.0,,-1
00002FED-000004BC-DB2949EC-9948@2001:1234:5678:9abc:2754:42:cd00:0,INVITE,2015-08-05 15:57:12.194178,"{'100': 5, '183': 31, '200': 13576}",200 OK,13576.0,True,5.0,,13576.0,,-1
00000225-00001068-E3C73D10-6739@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.195217,"{'100': 1, '183': 21, '200': 13576}",200 OK,13576.0,True,1.0,,13576.0,,-1
00002FF9-000004BC-DB2949EC-9949@2001:1234:5678:9abc:2754:42:d900:0,INVITE,2015-08-05 15:57:12.219646,"{'100': 0, '183': 59, '200': 13659}",200 OK,13659.0,True,0.0,,13659.0,,-1
000002A8-00001068-E3C73D10-6740@2001:1234:5678:aaaa:219:99ff:fe9d:1d71,INVITE,2015-08-05 15:57:12.220588,"{'100': 2, '183': 43, '200': 13659}",200 OK,13659.0,True,2.0,,13659.0,,-1
